m_266460_,lambda$static$3,0,
m_266463_,copyWithStyle,2,
m_266466_,readWithCodec,2,
m_266467_,lambda$spawnArmorTrims$6,2,
m_266468_,getFromTemplate,2,
m_266472_,lambda$withResultSlot$0,2,
m_266479_,bootstrap,2,
m_26647_,checkForNearbyGolem,2,
m_266481_,woodlandMansionLootTable,2,
m_266494_,generateLayeredItem,2,
m_266498_,color,2,
m_26649_,golemDetected,2,
m_266503_,alpha,2,
m_266515_,fromNetwork,2,
m_266517_,getInputSlotIndexes,2,
m_266527_,lambda$static$2,0,
m_266528_,mappedCopy,0,
m_266532_,createBaseTemplate,2,
m_266533_,transparent,2,
m_266534_,getBaseSlotEmptyIcons,2,
m_266539_,getFromIngredient,2,
m_266540_,endCityTreasureLootTable,2,
m_266543_,registryAccess,0,
m_266547_,lambda$spawnArmorTrims$4,2,
m_266549_,getAdditionSlotDescription,2,
m_266552_,bastionHoglinStableLootTable,2,
m_266555_,smithing,2,
m_266561_,create,2,
m_266562_,getResultSlot,2,
m_266564_,copySmithingTemplate,2,
m_266565_,toNetwork,2,
m_266572_,createBreedAllAnimalsAdvancement,2,
m_266573_,shipwreckMapLootTable,2,
m_266576_,generateBaseArmorTrimTemplate,2,
m_266578_,getNumOfInputSlots,2,
m_266579_,createNetheriteUpgradeMaterialList,2,
m_266580_,ancientCityLootTable,2,
m_266582_,lambda$spawnArmorTrims$3,2,
m_266585_,spawnArmorTrims,2,
m_266589_,lambda$static$0,0,
m_266591_,elderGuardianLootTable,2,
m_266592_,loadPaletteEntryFromImage,0,
m_266593_,ensureValid,2,
m_26664_,findNearestRepellent,2,
m_26687_,lambda$doTick$0,2,
m_26699_,lambda$doTick$2,2,
m_26702_,lambda$doTick$0,2,
m_26704_,lambda$doTick$1,2,
m_26715_,lambda$doTick$0,2,
m_26728_,isValidRepellent,2,
m_26734_,findNearestRepellent,2,
m_26742_,lambda$doTick$0,2,
m_26745_,lambda$doTick$1,2,
m_267500_,lambda$new$84,0,
m_267504_,lambda$init$3,0,
m_267511_,lambda$init$5,0,
m_267516_,lambda$static$0,0,
m_267517_,lambda$static$2,0,
m_267542_,lambda$createPaletteMapping$7,0,
m_267546_,lambda$register$8,2,
m_267547_,lambda$register$9,2,
m_267548_,lambda$register$10,2,
m_267553_,lambda$tickDownDuration$2,2,
m_267556_,lambda$addEffectToPlayersAround$0,2,
m_267557_,lambda$tick$1,2,
m_267560_,lambda$applySplash$1,2,
m_267564_,getInfo,0,
m_267565_,lambda$new$4,0,
m_267566_,update,2,
m_267567_,lambda$new$4,0,
m_267568_,horizontalAlignment,0,
m_267572_,describePreset,0,
m_267573_,getSettings,0,
m_267574_,alignRight,0,
m_267576_,setWorldType,0,
m_267577_,isInfiniteDuration,2,
m_267578_,lambda$new$2,0,
m_267579_,getTabOrderGroup,0,
m_267580_,lambda$describePreset$0,0,
m_267581_,access$300,0,
m_267583_,addSwitch,0,
m_267586_,lambda$new$2,0,
m_267588_,build,0,
m_267589_,isAmplified,0,
m_267590_,position,2,
m_267591_,createTypeButtonNarration,0,
m_267593_,isBonusChest,0,
m_267597_,getName,0,
m_267600_,getTabTitle,0,
m_267602_,access$500,0,
m_267603_,joinForNarration,2,
m_267604_,setWidth,0,
m_267605_,create,2,
m_267606_,outerTexture,2,
m_267608_,updatePresetLists,0,
m_267609_,visitChildren,0,
m_267612_,spacing,0,
m_267613_,getGrid,0,
m_267615_,isGenerateStructures,0,
m_267616_,setGameMode,0,
m_267620_,withPaddingLeft,0,
m_267622_,getInfo,2,
m_267624_,lambda$makeRule$1,2,
m_267625_,build,0,
m_267626_,refreshState,0,
m_267627_,lambda$getNonEmptyList$6,0,
m_267630_,builder,0,
m_267631_,isVisuallySittingDown,2,
m_267632_,updateEntity,2,
m_267633_,endsWithin,2,
m_267636_,lambda$new$5,0,
m_267637_,getDataPackSelectionSettings,0,
m_267641_,formatDuration,2,
m_267642_,lambda$makeRule$2,2,
m_267645_,lambda$new$1,0,
m_267648_,getColorPaletteSuffix,2,
m_267649_,setName,0,
m_267650_,openGameRulesScreen,0,
m_267651_,calculateEntityAnimation,2,
m_267652_,openPresetEditor,0,
m_267655_,lambda$makeRule$0,2,
m_267656_,setGameRules,0,
m_267658_,lambda$updatePresetLists$4,0,
m_267663_,fix,2,
m_267664_,withInfo,0,
m_267666_,setBonusChest,0,
m_267668_,lambda$new$0,0,
m_267670_,isShorterDurationThan,2,
m_267671_,lambda$openGameRulesScreen$3,0,
m_267672_,lambda$fixEffect$3,2,
m_267674_,getAltPresetList,0,
m_267677_,lambda$setSeed$2,0,
m_267678_,lambda$isAmplified$1,0,
m_267682_,access$400,0,
m_267684_,name,2,
m_267685_,lambda$new$2,0,
m_267689_,updateWalkAnimation,2,
m_267692_,setSettings,0,
m_267695_,getCurrentTab,0,
m_267696_,mapDuration,2,
m_267697_,doLayout,0,
m_267703_,layered,2,
m_267705_,lambda$new$8,0,
m_267707_,getSeed,0,
m_267708_,setTabOrderGroup,0,
m_267709_,updateArmorStandPreview,0,
m_267710_,tryUpdateDataConfiguration,0,
m_267711_,speed,2,
m_267717_,updateDimensions,0,
m_267719_,repositionElements,0,
m_267720_,lambda$onChanged$1,0,
m_267721_,getGameRules,0,
m_267723_,lambda$build$2,0,
m_267725_,hasRemainingDuration,2,
m_267729_,alignCenter,0,
m_267731_,speed,2,
m_267734_,openDataPackSelectionScreen,0,
m_267735_,isDebug,0,
m_267736_,register,2,
m_267740_,describeDuration,2,
m_267742_,builder,0,
m_267744_,getPresetEditor,0,
m_267745_,isCamelVisuallySitting,2,
m_267746_,access$700,0,
m_267748_,getUiState,0,
m_267749_,columnSpacing,0,
m_267750_,rowSpacing,0,
m_267754_,setDifficulty,0,
m_267755_,addListener,0,
m_267756_,position,2,
m_267757_,withIsActiveCondition,0,
m_267758_,onChanged,0,
m_267759_,setSeed,0,
m_267761_,getGameMode,0,
m_267763_,access$600,0,
m_267766_,arrangeElements,0,
m_267768_,lambda$doPostHurtEffects$0,2,
m_267769_,alignLeft,0,
m_267770_,setGenerateStructures,0,
m_267771_,setSpeed,2,
m_267774_,innerTexture,2,
m_267777_,findPreset,0,
m_267780_,isMoving,2,
m_267781_,centerInRectangle,0,
m_267782_,glintStrength,0,
m_267785_,lambda$new$6,0,
m_267788_,lambda$findPreset$5,0,
m_267789_,$values,0,
m_267790_,isHardcore,0,
m_267793_,access$200,0,
m_267796_,access$000,0,
m_267798_,lambda$setWorldType$3,0,
m_267799_,animateWalk,0,
m_267801_,lambda$new$0,0,
m_267802_,register,2,
m_267805_,glintSpeed,0,
m_267806_,createWorldTypeValueSupplier,0,
m_267807_,lambda$build$3,0,
m_26780_,hasEffects,2,
m_267810_,getOffset,0,
m_267811_,getNonEmptyList,0,
m_267813_,lambda$getNonEmptyList$7,0,
m_267815_,getNormalPresetList,0,
m_267816_,getDifficulty,0,
m_267817_,setTabArea,0,
m_267818_,opaque,2,
m_267819_,refreshStates,0,
m_267821_,access$100,0,
m_267822_,lambda$onChanged$0,0,
m_267824_,addTabs,0,
m_267826_,generateLayeredItem,2,
m_267828_,getWorldType,0,
m_267829_,fixEffect,2,
m_267830_,lambda$new$7,0,
m_26789_,tick,2,
m_26803_,isEntityTargetable,2,
m_26806_,tick,2,
m_26827_,create,2,
m_26828_,register,2,
m_26836_,getNearestVillagerBabies,2,
m_26838_,isVillagerBaby,2,
m_26860_,isClose,2,
m_26867_,isHostile,2,
m_268754_,lambda$static$3,2,
m_268755_,lambda$static$0,2,
m_268756_,lambda$static$1,2,
m_268759_,lambda$static$2,2,
m_268760_,lambda$static$4,2,
m_268764_,lambda$new$94,0,
m_268767_,lambda$static$1,0,
m_268777_,lambda$applyNewPackConfig$16,0,
m_268780_,lambda$tryApplyNewDataPacks$10,0,
m_268781_,lambda$openExperimentsScreen$7,0,
m_268782_,lambda$openDataPackSelectionScreen$8,0,
m_268784_,lambda$new$9,0,
m_268785_,lambda$new$1,0,
m_268786_,lambda$build$0,0,
m_268787_,lambda$build$1,0,
m_268788_,lambda$build$4,0,
m_268792_,lambda$reloadShaders$41,0,
m_268793_,lambda$reloadShaders$38,0,
m_268821_,lambda$doRender$5,0,
m_268823_,lambda$doRender$4,0,
m_268825_,lambda$doRender$3,0,
m_268826_,lambda$render$2,0,
m_268827_,lambda$render$1,0,
m_268829_,lambda$render$1,0,
m_268831_,lambda$render$0,0,
m_268838_,lambda$addConditionals$40,2,
m_268839_,lambda$createRelationOperations$80,2,
m_26883_,range,2,
m_268840_,lambda$register$18,2,
m_268851_,lambda$static$13,2,
m_268852_,lambda$static$16,2,
m_268853_,lambda$static$11,2,
m_268854_,lambda$static$14,2,
m_268855_,lambda$static$12,2,
m_268857_,lambda$static$10,2,
m_268859_,lambda$intRange$38,2,
m_26885_,test,2,
m_268862_,lambda$static$4,2,
m_26888_,selector,2,
m_268890_,lambda$create$0,2,
m_26893_,ignoreInvisibilityTesting,2,
m_26894_,hasGroundPathNavigation,2,
m_268953_,lambda$generateEnchantmentBookTypesOnlyMaxLevel$38,2,
m_268956_,lambda$generateInstrumentTypes$42,2,
m_268957_,lambda$buildAllTabContents$48,2,
m_268958_,lambda$generatePotionEffectTypes$36,2,
m_268959_,lambda$buildAllTabContents$50,2,
m_268960_,lambda$bootstrap$30,2,
m_268964_,lambda$generateInstrumentTypes$43,2,
m_268967_,lambda$generateEnchantmentBookTypesAllLevels$41,2,
m_268968_,lambda$generateInstrumentTypes$44,2,
m_268976_,lambda$bootstrap$16,2,
m_268977_,lambda$bootstrap$7,2,
m_268982_,lambda$new$0,2,
m_268989_,fall,2,
m_268990_,insertItem,2,
m_268994_,fireworks,2,
m_268996_,interactWithContainerVehicle,2,
m_268998_,source,2,
m_268999_,addToContents,0,
m_269000_,getText,2,
m_269001_,setBackgroundColor,2,
m_269003_,lambda$readAdditionalSaveData$1,2,
m_269006_,lambda$register$4,2,
m_269007_,setTextOpacity,2,
m_269008_,renderFilledBox,0,
m_269009_,write,2,
m_269011_,couldAcceptPassenger,2,
m_269013_,$values,2,
m_269015_,renderTextOverMob,0,
m_269016_,getId,2,
m_269024_,loadFlag,2,
m_269025_,currentTabIndex,0,
m_269026_,setGlowColorOverride,2,
m_269027_,renderPath,0,
m_269028_,setItemTransform,2,
m_269033_,setColor,0,
m_269034_,getGlowColorOverride,2,
m_269036_,explosion,2,
m_269037_,setText,2,
m_269040_,getFooterHeight,0,
m_269041_,getPackedBrightnessOverride,2,
m_269044_,lambda$addAdditionalSaveData$4,2,
m_269045_,lambda$addAdditionalSaveData$1,2,
m_269047_,hotFloor,2,
m_269049_,getHumanReadableTitle,0,
m_269051_,lambda$register$0,2,
m_269055_,renderFloatingText,0,
m_269057_,renderTextOverHive,0,
m_269058_,textBackground,0,
m_269060_,setByPlayer,2,
m_269062_,build,0,
m_269063_,drown,2,
m_269064_,starve,2,
m_269066_,createEntity,2,
m_269069_,firstPerson,2,
m_269073_,writeOptionalEntityId,2,
m_269075_,playerAttack,2,
m_269077_,doRender,0,
m_269079_,source,2,
m_269081_,getViewRange,2,
m_269082_,handleDamageEvent,2,
m_269086_,lambda$onDone$7,0,
m_269087_,setHeight,2,
m_269088_,get,2,
m_269089_,increaseRow,0,
m_269092_,addFrustumQuad,0,
m_269093_,explosion,2,
m_269098_,setMaxWidth,0,
m_269099_,highlightRaidCenter,0,
m_269100_,getFont,0,
m_269101_,writeQuaternion,2,
m_269102_,getBrightnessOverride,2,
m_269103_,fallingStalactite,2,
m_269104_,indirectMagic,2,
m_269105_,lerp,2,
m_269107_,lambda$registerEntities$1,2,
m_269108_,toLanguageKey,2,
m_269109_,freeze,2,
m_269111_,damageSources,2,
m_269116_,placeBook,2,
m_269119_,withRowSpacing,0,
m_269120_,get,2,
m_269122_,renderPoiInfo,0,
m_269123_,getNextTabIndex,0,
m_269125_,tryPlaceBook,2,
m_269127_,lambda$register$2,2,
m_269128_,renderStatic,0,
m_269131_,readQuaternion,2,
m_269134_,getBlockState,2,
m_269135_,readOptionalEntityId,2,
m_269136_,get,2,
m_269138_,handleDamageEvent,2,
m_269140_,lerpInt,2,
m_269141_,withInfoUnderneath,0,
m_269144_,lambda$readAdditionalSaveData$0,2,
m_269147_,lambda$visitWidgets$0,0,
m_269150_,typeHolder,2,
m_269155_,getShadowStrength,2,
m_269160_,lambda$registerEntities$0,2,
m_269165_,isNullOrEmpty,2,
m_269166_,debugQuads,0,
m_269169_,renderHiveInfo,0,
m_269170_,renderPathLine,0,
m_269172_,highlightHive,0,
m_269174_,setLineWidth,2,
m_269175_,singleKeyCache,2,
m_269178_,getTransform,0,
m_269180_,getTextOpacity,2,
m_269181_,sourcePositionRaw,2,
m_269182_,generateEnchantmentBookTypesOnlyMaxLevel,2,
m_269185_,getValue,2,
m_269196_,broadcastDamageEvent,2,
m_269197_,intRange,2,
m_269201_,lambda$init$2,0,
m_269206_,setByPlayer,2,
m_269208_,addChainedFilledBoxVertices,0,
m_269214_,setTransformation,2,
m_269215_,setViewRange,2,
m_269216_,isNullOrEmpty,2,
m_269218_,getBillboardConstraints,2,
m_269226_,tryRebuildTabContents,2,
m_269228_,setShadowStrength,2,
m_269229_,get,2,
m_269230_,anvil,2,
m_269233_,lava,2,
m_269236_,addFrustumVertex,0,
m_269240_,renderDebug,0,
m_269241_,lambda$register$3,2,
m_269245_,lambda$addAdditionalSaveData$3,2,
m_269246_,generatePotionEffectTypes,2,
m_269247_,needsUpdate,2,
m_269248_,firstOrDefault,2,
m_269251_,wither,2,
m_269254_,dragonBreath,2,
m_269255_,generatePresetPaintings,2,
m_269256_,lambda$new$0,2,
m_269257_,renderTextOverBlock,0,
m_269260_,confirmWorldCreation,0,
m_269261_,lambda$readAdditionalSaveData$2,2,
m_269262_,firstOrElse,2,
m_269263_,isNullOrEmpty,2,
m_269264_,generic,2,
m_269265_,lambda$addAdditionalSaveData$5,2,
m_269268_,splitLines,0,
m_269271_,renderFloatingText,0,
m_269277_,swapWithEquipmentSlot,2,
m_269278_,mapOrDefault,2,
m_269279_,lambda$readAdditionalSaveData$0,2,
m_269281_,addToFooter,0,
m_269282_,addChainedFilledBoxVertices,0,
m_269283_,doRender,0,
m_269284_,renderBeeInfo,0,
m_269285_,sonicBoom,2,
m_269286_,lambda$init$1,0,
m_269291_,damageSources,2,
m_269293_,lambda$static$0,2,
m_269298_,source,2,
m_269299_,mobProjectile,2,
m_269306_,resetBookState,2,
m_269308_,writePidFile,2,
m_269309_,loadImage,0,
m_269311_,renderFilledBox,0,
m_269312_,renderBrainInfo,0,
m_269313_,debugFilledBox,0,
m_269314_,is,2,
m_269318_,inWall,2,
m_269320_,notifyItemChangedInJukebox,2,
m_269323_,getOwner,2,
m_269325_,cactus,2,
m_269326_,damageTiltStrength,0,
m_269327_,getFlags,2,
m_269328_,setMaxRows,0,
m_269329_,setBlockState,2,
m_269330_,addItem,2,
m_269331_,lambda$register$5,2,
m_269333_,mobAttack,2,
m_269335_,generateEnchantmentBookTypesAllLevels,2,
m_269337_,register,2,
m_269338_,lambda$arrangeElements$1,0,
m_269340_,addToContents,0,
m_269341_,fellOutOfWorld,2,
m_269342_,addToHeader,0,
m_269343_,cacheDisplay,2,
m_269345_,$values,2,
m_269352_,lambda$addAdditionalSaveData$0,2,
m_269354_,cramming,2,
m_269355_,getHeaderHeight,0,
m_269359_,first,2,
m_269361_,updateCulling,2,
m_269362_,setItemStack,2,
m_269364_,noAggroMobAttack,2,
m_269371_,renderFilledBox,0,
m_269373_,unpack,2,
m_269374_,thorns,2,
m_269375_,getBackgroundColor,2,
m_269376_,setHeaderHeight,0,
m_269377_,lambda$static$0,2,
m_269380_,renderTextOverPos,0,
m_269381_,spawnEntityAndRedirect,2,
m_269382_,map,2,
m_269383_,witherSkull,2,
m_269384_,getAlign,2,
m_269385_,renderTextOverPos,0,
m_269386_,getItemTransform,2,
m_269387_,inFire,2,
m_269390_,thrown,2,
m_269393_,getFreshCacheKey,0,
m_269394_,readVector3f,2,
m_269396_,sting,2,
m_269399_,debugLineStrip,0,
m_269401_,lambda$appendHoverText$0,2,
m_269402_,sound,2,
m_269404_,getTransform,0,
m_269405_,indicateDamage,2,
m_269406_,turnToDirt,2,
m_269407_,storeFlag,2,
m_269410_,getHeight,2,
m_269413_,setFooterHeight,0,
m_269415_,type,2,
m_269418_,arrow,2,
m_269419_,keyPressed,0,
m_269421_,buildAllTabContents,2,
m_269422_,isNot,2,
m_269423_,setBillboardConstraints,2,
m_269424_,renderPath,0,
m_269425_,magic,2,
m_269429_,renderFilledBox,0,
m_269431_,applyNewPackConfig,0,
m_269432_,isNullOrEmpty,2,
m_269433_,isNullOrEmpty,2,
m_269439_,renderFloatingText,0,
m_269441_,setWidth,2,
m_269443_,tryApplyNewDataPacks,0,
m_269445_,highlightVillageSection,0,
m_269448_,createTransformation,2,
m_269450_,addToFooter,0,
m_269451_,renderFilledBox,0,
m_269452_,renderMarker,0,
m_269453_,fireball,2,
m_269458_,$values,2,
m_269459_,getShadowRadius,2,
m_269462_,getId,2,
m_269464_,highlightPoi,0,
m_269467_,renderPath,0,
m_269468_,getColor,0,
m_269471_,addToHeader,0,
m_269473_,use,2,
m_269474_,worldTemplate,0,
m_269475_,matches,2,
m_269476_,$values,2,
m_26947_,moveUpToAboveSolid,2,
m_269481_,generateInstrumentTypes,2,
m_269483_,dryOut,2,
m_269484_,setCentered,0,
m_269485_,damage,2,
m_269487_,split,2,
m_269488_,badRespawnPointExplosion,2,
m_269491_,renderStatic,0,
m_269497_,lambda$init$4,0,
m_269498_,buildContents,2,
m_269499_,lambda$init$3,0,
m_269501_,isNullOrEmpty,2,
m_269502_,renderTextOverMob,0,
m_269504_,hasTransform,0,
m_269505_,onSyncedDataUpdated,2,
m_269507_,tag,2,
m_269508_,textBackgroundSeeThrough,0,
m_269509_,renderGhostPoi,0,
m_269511_,getRendertypeTextBackgroundSeeThroughShader,0,
m_269512_,lambda$appendHoverText$2,2,
m_269515_,flyIntoWall,2,
m_269516_,isNullOrEmpty,2,
m_269517_,getLineWidth,2,
m_269518_,getTransform,0,
m_269521_,$values,2,
m_269525_,trident,2,
m_269526_,setShadowRadius,2,
m_269529_,create,2,
m_269530_,renderItem,0,
m_269533_,is,2,
m_269543_,mapOrElse,2,
m_269544_,onDone,0,
m_269545_,openExperimentsScreen,0,
m_269548_,lightningBolt,2,
m_269549_,onFire,2,
m_269555_,sweetBerryBush,2,
m_269558_,getWidth,2,
m_269559_,setFlags,2,
m_269561_,renderFlowerInfos,0,
m_269563_,getRendertypeTextBackgroundShader,0,
m_269564_,fallingBlock,2,
m_269566_,createBodyLayer,0,
m_269568_,getItemStack,2,
m_269569_,renderFloatingText,0,
m_269571_,stalagmite,2,
m_269573_,charge,2,
m_269578_,$values,2,
m_269580_,getSubState,0,
m_269582_,writeVector3f,2,
m_269584_,renderGhostHive,0,
m_269586_,setBrightnessOverride,2,
m_269588_,renderTextOverPoi,0,
m_269589_,isNullOrEmpty,2,
m_269590_,empty,2,
m_269591_,getSource,2,
m_269592_,calculateOrientation,0,
m_269594_,bootstrap,2,
m_269595_,pack,2,
m_269596_,isNullOrEmpty,2,
m_26991_,register,2,
m_27007_,tryToSetupSiege,2,
m_27009_,findRandomSpawnPos,2,
m_27016_,trySpawn,2,
m_27056_,ensureLoadedAndValid,2,
m_27060_,mayHavePoi,2,
m_27069_,updateFromSection,2,
m_27079_,remove,2,
m_27091_,exists,2,
m_27098_,sectionsToVillage,2,
m_27117_,getInChunk,2,
m_27121_,getCountInRange,2,
m_27138_,findAll,2,
m_271549_,lambda$clearResourcePacksOnError$13,0,
m_27154_,release,2,
m_271560_,lambda$register$3,0,
m_271561_,lambda$register$2,0,
m_271563_,lambda$static$8,0,
m_271566_,lambda$buildPatch$11,2,
m_271572_,lambda$createPetalsDrops$3,2,
m_271577_,lambda$generate$81,2,
m_271578_,lambda$generate$82,2,
m_271579_,lambda$generate$85,2,
m_271580_,lambda$generate$83,2,
m_271581_,lambda$generate$77,2,
m_271582_,lambda$generate$84,2,
m_271584_,lambda$generate$78,2,
m_271585_,lambda$generate$79,2,
m_271586_,lambda$generate$80,2,
m_271587_,lambda$generate$86,2,
m_271589_,lambda$createCrossBlock$6,2,
m_271590_,lambda$readJsonWithCodec$2,2,
m_271592_,lambda$loadStatusIcon$11,2,
m_271593_,lambda$loadStatusIcon$14,2,
m_271594_,lambda$loadStatusIcon$12,2,
m_271595_,lambda$loadStatusIcon$13,2,
m_271596_,lambda$createRelationOperations$83,2,
m_271597_,lambda$createRelationOperations$82,2,
m_271617_,lambda$create$2,2,
m_271618_,lambda$create$1,2,
m_271634_,lambda$static$5,2,
m_271635_,lambda$static$0,2,
m_271636_,lambda$static$3,2,
m_271637_,lambda$static$4,2,
m_271638_,lambda$static$1,2,
m_271639_,lambda$static$2,2,
m_27166_,getInSquare,2,
m_271673_,lambda$getRelatedCorners$1,2,
m_271674_,lambda$offsetType$10,2,
m_271675_,lambda$offsetType$11,2,
m_271680_,lambda$doPlace$4,2,
m_271683_,lambda$static$20,2,
m_271684_,byId,0,
m_271686_,getLastAttacker,2,
m_271693_,createPetalsDrops,2,
m_271695_,fromDirection,2,
m_271696_,getPatternFromItem,2,
m_271703_,drawInBatch,0,
m_271705_,setState,2,
m_271706_,updateActivity,2,
m_271709_,lambda$handleStatusResponse$4,0,
m_271710_,showNotification,2,
m_271715_,createOffspringAttribute,2,
m_271717_,setResponse,2,
m_271718_,lambda$addAdditionalSaveData$3,2,
m_271722_,generateMaxHealth,2,
m_271723_,create,2,
m_271730_,hasOffsetFunction,2,
m_271735_,bootstrap,2,
m_271738_,showNotification,2,
m_271739_,registerOverworlds,2,
m_271740_,dropSeed,2,
m_271742_,create,2,
m_271744_,createHoneyLandParticle,0,
m_271745_,lambda$static$0,2,
m_271751_,read,0,
m_271752_,lambda$readAdditionalSaveData$1,2,
m_271758_,initSniffingActivity,2,
m_271760_,createDripstoneLavaFallParticle,0,
m_271764_,$values,0,
m_271771_,lambda$static$3,2,
m_271772_,getDimensions,2,
m_271774_,setHeight,2,
m_271778_,lambda$static$3,2,
m_27177_,getType,2,
m_271786_,addBox,0,
m_271789_,createDripstoneLavaHangParticle,0,
m_271794_,evaluate,2,
m_271798_,lambda$calculateDigPosition$0,2,
m_271801_,values,2,
m_271806_,stillValidBlockEntity,2,
m_271807_,canBeHitByProjectile,2,
m_271808_,isSet,2,
m_271811_,title,0,
m_271813_,setIconBytes,0,
m_271819_,getResponse,2,
m_27181_,getInRange,2,
m_271820_,lambda$static$5,2,
m_271825_,bootstrap,2,
m_271833_,placeCollapsedRoof,2,
m_271838_,set,2,
m_271845_,resetAnimations,2,
m_271848_,lambda$static$0,2,
m_271851_,onDiggingStart,2,
m_271854_,lambda$readAdditionalSaveData$0,2,
m_271858_,getHeight,2,
m_271862_,canTakeItem,2,
m_271865_,getAmbientOcclusion,0,
m_271867_,validateThatAllBiomeFeaturesHaveBiomeFilter,2,
m_27186_,find,2,
m_271870_,setFromItem,2,
m_271872_,readJsonWithCodec,2,
m_271873_,lambda$addAdditionalSaveData$2,2,
m_271874_,storeExploredPosition,2,
m_271876_,createAttributes,2,
m_271879_,lambda$registerEntities$0,2,
m_271880_,drawInternal,0,
m_271881_,placeCollapsedRoofPiece,2,
m_271885_,createLavaLandParticle,0,
m_271886_,getDirection,2,
m_271891_,cherry,2,
m_271896_,createBodyLayer,0,
m_271898_,canDig,2,
m_271901_,addCellarStairs,2,
m_271905_,calculateDigPosition,2,
m_271906_,canTakeItemFromContainer,2,
m_271915_,createWaterFallParticle,0,
m_271916_,getIconBytes,0,
m_271917_,getState,2,
m_271927_,createFoliage,2,
m_27192_,findClosest,2,
m_271935_,createObsidianTearHangParticle,0,
m_271937_,addResourcePackLoadFailToast,0,
m_271938_,hasEnoughSpaceFor,2,
m_271941_,createObsidianTearFallParticle,0,
m_271942_,getPotentialSuspiciousSandWorldPositions,2,
m_271943_,onDiggingComplete,2,
m_271953_,biome,2,
m_271954_,renderSide,0,
m_271961_,buildPlayerStatus,2,
m_271967_,lambda$placeTrunk$7,2,
m_271969_,generateBranch,2,
m_271971_,hasWantedItem,2,
m_271975_,$values,2,
m_271978_,renderText,0,
m_27197_,isVillageCenter,2,
m_271981_,generateSpeed,2,
m_271982_,applyBrushTransform,0,
m_271988_,buildServerStatus,2,
m_271992_,renderText,0,
m_271993_,createDripstoneWaterFallParticle,0,
m_271994_,createCrossBlock,2,
m_271999_,lambda$handleStatusResponse$2,0,
m_272001_,disableDrop,2,
m_272002_,createDripstoneWaterHangParticle,0,
m_272010_,offsetRandom,2,
m_272014_,setButtonsActive,0,
m_272015_,setOffspringAttribute,2,
m_272017_,generateJumpStrength,2,
m_272020_,createWaterHangParticle,0,
m_272021_,atLowerCornerWithOffset,2,
m_272023_,getWidth,2,
m_272026_,createLavaFallParticle,0,
m_272030_,createHoneyFallParticle,0,
m_272034_,transitionTo,2,
m_272037_,spawnParticleBelow,2,
m_27203_,runAllUpdates,2,
m_272044_,lambda$handleStatusResponse$3,0,
m_272050_,tick,2,
m_272053_,addCellar,2,
m_272058_,setWidth,2,
m_272060_,meadowOrCherryGrove,2,
m_272062_,createSidesLayer,0,
m_272073_,writeJsonWithCodec,2,
m_272074_,stillValidBlockEntity,2,
m_272076_,canPlayDiggingSound,2,
m_272077_,drawInBatch,0,
m_272078_,drawInBatch,0,
m_272081_,closeAndSetScreen,0,
m_272085_,drawInternal,0,
m_272090_,lambda$static$0,2,
m_272093_,lambda$static$2,2,
m_272099_,createFlowerBed,2,
m_272107_,createHoneyHangParticle,0,
m_272109_,createLavaHangParticle,0,
m_272111_,lambda$static$2,2,
m_272115_,register,2,
m_272118_,lambda$static$4,2,
m_272122_,lambda$static$1,2,
m_272124_,lambda$static$0,2,
m_272129_,createNectarFallParticle,0,
m_272136_,playSearchingSound,2,
m_272137_,register,0,
m_272143_,flowerbed,2,
m_272147_,calculateInterpolationProgress,2,
m_272148_,addCherryGroveVegetation,2,
m_272152_,lambda$registerBlockEntities$1,2,
m_272160_,placeLeavesRowWithHangingLeavesBelow,2,
m_272174_,bootstrap,2,
m_272186_,abortResourcePackRecovery,0,
m_272191_,drawInBatch,0,
m_272202_,current,2,
m_272204_,initCoreActivity,2,
m_272205_,lambda$static$3,2,
m_272207_,makeBrain,2,
m_272211_,lambda$static$4,2,
m_272212_,addCellarRoom,2,
m_272215_,createDecoratedPotMaterial,0,
m_272217_,getExploredPositions,2,
m_272218_,getNarrationMessage,0,
m_27221_,getTest,2,
m_27222_,lambda$static$0,2,
m_272230_,lambda$handleStatusResponse$1,0,
m_272232_,createParticle,0,
m_272233_,createBaseLayer,0,
m_272245_,rotateAround,0,
m_272249_,lambda$static$5,2,
m_272250_,initIdleActivity,2,
m_272251_,createObsidianTearLandParticle,0,
m_272252_,popOutTheItem,2,
m_272253_,tryPlaceLeaf,2,
m_272259_,lambda$stop$0,2,
m_272260_,initDigActivity,2,
m_272261_,createSporeBlossomFallParticle,0,
m_272267_,getDeltaMovementLerped,0,
m_272270_,canDig,2,
m_272273_,loadStatusIcon,2,
m_272274_,emitDiggingParticles,2,
m_272276_,tick,2,
m_272280_,getDecoratedPotMaterial,0,
m_272281_,lambda$handleStatusResponse$0,0,
m_272282_,distanceToSqr,2,
m_27242_,codec,2,
m_27247_,acquireTicket,2,
m_27250_,releaseTicket,2,
m_27253_,hasSpace,2,
m_27254_,isOccupied,2,
m_27257_,getPos,2,
m_27272_,isValid,2,
m_27273_,add,2,
m_27279_,remove,2,
m_27288_,exists,2,
m_27295_,codec,2,
m_27300_,lambda$getRecords$5,2,
m_27302_,refresh,2,
m_27304_,getRecords,2,
m_27307_,lambda$getRecords$4,2,
m_27310_,clear,2,
